,applicant_job_title,official_record_job_title,status,rule
5061,mid database,sr automation testing,True,Rule 6 (Invalid title)
5062,senior civil engineer,trainee web designing,True,Rule 6 (Invalid title)
5063,jr arts,lead sales,True,Rule 6 (Invalid title)
5064,intern civil engineer,lead sales,True,Rule 6 (Invalid title)
5065,senior testing,sr civil engineer,True,Rule 6 (Invalid title)
5066,jr devops engineer,middle n/a,True,Rule 6 (Invalid title)
5067,middle blockchain,intern web designing,True,Rule 6 (Invalid title)
5068,mid web designing,sr developer,True,Rule 6 (Invalid title)
5069,senior developer,mid automation testing,True,Rule 6 (Invalid title)
5070,middle arts,middle blockchain,True,Rule 6 (Invalid title)
5071,jr,mid business analyst,True,Rule 6 (Invalid title)
5072,operations manager,lead operations manager,True,Rule 3 (Exact / near match)
5073,intern advocate,trainee,True,Rule 6 (Invalid title)
5074,middle data science,middle blockchain,True,Rule 6 (Invalid title)
5075,middle blockchain,junior sales,True,Rule 6 (Invalid title)
5076,mid developer,intern n/a,True,Rule 6 (Invalid title)
5077,middle health fitness,lead developer,True,Rule 6 (Invalid title)
5078,sr blockchain,trainee network security engineer,True,Rule 6 (Invalid title)
5079,middle automation testing,junior developer,True,Rule 6 (Invalid title)
5080,civil engineer,mid web designing,True,Rule 6 (Invalid title)
5081,middle operations manager,trainee blockchain,True,Rule 6 (Invalid title)
5082,sr network security engineer,trainee web designing,True,Rule 6 (Invalid title)
5083,testing,senior n/a,True,Rule 6 (Invalid title)
5084,junior n/a,trainee network security engineer,True,Rule 6 (Invalid title)
5085,senior network security engineer,trainee data science,True,Rule 6 (Invalid title)
5086,middle testing,mid operations manager,True,Rule 6 (Invalid title)
5087,middle arts,junior dotnet developer,True,Rule 6 (Invalid title)
5088,jr n/a,mid database,True,Rule 6 (Invalid title)
5089,middle operations manager,trainee operations manager,True,Rule 3 (Exact / near match)
5090,devops engineer,sr blockchain,True,Rule 6 (Invalid title)
5091,junior blockchain,trainee database,True,Rule 6 (Invalid title)
5092,lead web designing,lead testing,True,Rule 6 (Invalid title)
5093,senior operations manager,lead n/a,True,Rule 6 (Invalid title)
5094,senior arts,lead automation testing,True,Rule 6 (Invalid title)
5095,middle sales,mid advocate,True,Rule 6 (Invalid title)
5096,senior blockchain,lead automation testing,True,Rule 6 (Invalid title)
5097,middle automation testing,middle network security engineer,True,Rule 6 (Invalid title)
5098,intern developer,trainee n/a,True,Rule 6 (Invalid title)
5099,senior sales,mid n/a,True,Rule 6 (Invalid title)
5100,sr health fitness,sr operations manager,True,Rule 6 (Invalid title)
5101,sr sales,sr web designing,True,Rule 6 (Invalid title)
5102,senior health fitness,junior dotnet developer,True,Rule 6 (Invalid title)
5103,jr data science,sr devops engineer,True,Rule 6 (Invalid title)
5104,senior sales,lead arts,True,Rule 6 (Invalid title)
5105,sales,web designing,True,Rule 6 (Invalid title)
5106,senior mechanical engineer,middle database,True,Rule 6 (Invalid title)
5107,hr,sr blockchain,True,Rule 6 (Invalid title)
5108,lead web designing,trainee advocate,True,Rule 6 (Invalid title)
5109,jr testing,trainee developer,True,Rule 6 (Invalid title)
5110,automation testing,sr blockchain,True,Rule 6 (Invalid title)
5111,trainee automation testing,trainee operations manager,True,Rule 6 (Invalid title)
5112,middle automation testing,sr database,True,Rule 6 (Invalid title)
5113,database,lead mechanical engineer,True,Rule 6 (Invalid title)
5114,operations manager,junior automation testing,True,Rule 6 (Invalid title)
5115,sr mechanical engineer,lead automation testing,True,Rule 6 (Invalid title)
5116,mid database,lead,True,Rule 6 (Invalid title)
5117,mid devops engineer,junior automation testing,True,Rule 6 (Invalid title)
5118,intern advocate,intern data science,True,Rule 6 (Invalid title)
5119,jr data science,junior,True,Rule 6 (Invalid title)
5120,middle health fitness,sr data science,True,Rule 6 (Invalid title)
5121,jr business analyst,intern sales,True,Rule 6 (Invalid title)
5122,automation testing,junior testing,True,Rule 6 (Invalid title)
5123,lead business analyst,trainee testing,True,Rule 6 (Invalid title)
5124,middle network security engineer,junior,True,Rule 6 (Invalid title)
5125,mid devops engineer,sr web designing,True,Rule 6 (Invalid title)
5126,intern arts,junior data science,True,Rule 6 (Invalid title)
5127,blockchain,senior health fitness,True,Rule 6 (Invalid title)
5128,mid advocate,intern data science,True,Rule 6 (Invalid title)
5129,sr civil engineer,junior arts,True,Rule 6 (Invalid title)
5130,web designing,intern devops engineer,True,Rule 6 (Invalid title)
5131,jr health fitness,intern health fitness,True,Rule 3 (Exact / near match)
5132,senior advocate,mid blockchain,True,Rule 6 (Invalid title)
5133,hr,middle developer,True,Rule 6 (Invalid title)
5134,middle advocate,junior data science,True,Rule 6 (Invalid title)
5135,middle mechanical engineer,mid database,True,Rule 6 (Invalid title)
5136,mid web designing,lead operations manager,True,Rule 6 (Invalid title)
5137,senior operations manager,lead,True,Rule 6 (Invalid title)
5138,intern automation testing,intern operations manager,True,Rule 6 (Invalid title)
5139,junior business analyst,junior health fitness,True,Rule 6 (Invalid title)
5140,middle hr,lead network security engineer,True,Rule 6 (Invalid title)
5141,senior operations manager,junior database,True,Rule 6 (Invalid title)
5142,lead data science,trainee operations manager,True,Rule 6 (Invalid title)
5143,intern web designing,junior n/a,True,Rule 6 (Invalid title)
5144,senior civil engineer,junior arts,True,Rule 6 (Invalid title)
5145,mid mechanical engineer,sr automation testing,True,Rule 6 (Invalid title)
5146,mid civil engineer,junior testing,True,Rule 6 (Invalid title)
5147,trainee database,trainee testing,True,Rule 6 (Invalid title)
5148,middle testing,sr data science,True,Rule 6 (Invalid title)
5149,jr data science,junior testing,True,Rule 6 (Invalid title)
5150,middle testing,middle developer,True,Rule 6 (Invalid title)
5151,intern health fitness,lead dotnet developer,True,Rule 6 (Invalid title)
5152,database,jr business analyst,True,Rule 6 (Invalid title)
5153,sr testing,junior,True,Rule 6 (Invalid title)
5154,intern database,sr n/a,True,Rule 6 (Invalid title)
5155,senior sales,middle developer,True,Rule 6 (Invalid title)
5156,junior devops engineer,lead automation testing,True,Rule 6 (Invalid title)
5157,middle health fitness,junior health fitness,True,Rule 3 (Exact / near match)
5158,jr devops engineer,senior,True,Rule 6 (Invalid title)
5159,senior testing,trainee blockchain,True,Rule 6 (Invalid title)
5160,database,sr devops engineer,True,Rule 6 (Invalid title)
5161,trainee civil engineer,trainee testing,True,Rule 6 (Invalid title)
5162,mid business analyst,junior testing,True,Rule 6 (Invalid title)
5163,jr business analyst,sr,True,Rule 6 (Invalid title)
5164,blockchain,senior,True,Rule 6 (Invalid title)
5165,junior dotnet developer,trainee hr,True,Rule 6 (Invalid title)
5166,junior sales,trainee mechanical engineer,True,Rule 6 (Invalid title)
5167,intern web designing,sr devops engineer,True,Rule 6 (Invalid title)
5168,intern advocate,sr n/a,True,Rule 6 (Invalid title)
5169,middle arts,mid developer,True,Rule 6 (Invalid title)
5170,intern sales,trainee web designing,True,Rule 6 (Invalid title)
5171,intern web designing,intern database,True,Rule 6 (Invalid title)
5172,middle hr,trainee business analyst,True,Rule 6 (Invalid title)
5173,jr network security engineer,sr arts,True,Rule 6 (Invalid title)
5174,mid advocate,junior advocate,True,Rule 3 (Exact / near match)
5175,middle sales,lead automation testing,True,Rule 6 (Invalid title)
5176,senior testing,intern automation testing,True,Rule 6 (Invalid title)
5177,lead civil engineer,trainee web designing,True,Rule 6 (Invalid title)
5178,middle business analyst,lead testing,True,Rule 6 (Invalid title)
5179,operations manager,middle database,True,Rule 6 (Invalid title)
5180,mid hr,mid civil engineer,True,Rule 6 (Invalid title)
5181,mid,trainee dotnet developer,True,Rule 6 (Invalid title)
5182,developer,lead automation testing,True,Rule 6 (Invalid title)
5183,mid health fitness,sr web designing,True,Rule 6 (Invalid title)
5184,sr blockchain,lead devops engineer,True,Rule 6 (Invalid title)
5185,testing,senior database,True,Rule 6 (Invalid title)
5186,middle health fitness,intern network security engineer,True,Rule 6 (Invalid title)
5187,data science,jr web designing,True,Rule 6 (Invalid title)
5188,lead web designing,lead mechanical engineer,True,Rule 6 (Invalid title)
5189,network security engineer,junior automation testing,True,Rule 6 (Invalid title)
5190,mid web designing,intern devops engineer,True,Rule 6 (Invalid title)
5191,senior automation testing,middle data science,True,Rule 6 (Invalid title)
5192,n/a,jr network security engineer,True,Rule 6 (Invalid title)
5193,jr testing,junior,True,Rule 6 (Invalid title)
5194,business analyst,middle arts,True,Rule 6 (Invalid title)
5195,lead blockchain,trainee business analyst,True,Rule 6 (Invalid title)
5196,trainee network security engineer,trainee blockchain,True,Rule 6 (Invalid title)
5197,senior developer,lead hr,True,Rule 6 (Invalid title)
5198,jr database,lead developer,True,Rule 6 (Invalid title)
5199,civil engineer,blockchain,True,Rule 6 (Invalid title)
5200,mid mechanical engineer,junior web designing,True,Rule 6 (Invalid title)
5201,intern data science,trainee hr,True,Rule 6 (Invalid title)
5202,jr database,jr mechanical engineer,True,Rule 6 (Invalid title)
5203,junior n/a,junior automation testing,True,Rule 6 (Invalid title)
5204,jr civil engineer,senior civil engineer,True,Rule 3 (Exact / near match)
5205,senior data science,intern advocate,True,Rule 6 (Invalid title)
5206,middle operations manager,trainee,True,Rule 6 (Invalid title)
5207,mechanical engineer,junior health fitness,True,Rule 6 (Invalid title)
5208,business analyst,senior n/a,True,Rule 6 (Invalid title)
5209,mechanical engineer,sr arts,True,Rule 6 (Invalid title)
5210,intern dotnet developer,trainee hr,True,Rule 6 (Invalid title)
5211,trainee web designing,trainee data science,True,Rule 6 (Invalid title)
5212,database,mid database,True,Rule 3 (Exact / near match)
5213,mid arts,lead business analyst,True,Rule 6 (Invalid title)
5214,middle data science,mid operations manager,True,Rule 6 (Invalid title)
5215,middle advocate,sr health fitness,True,Rule 6 (Invalid title)
5216,middle n/a,trainee operations manager,True,Rule 6 (Invalid title)
5217,jr arts,trainee testing,True,Rule 6 (Invalid title)
5218,sr data science,lead dotnet developer,True,Rule 6 (Invalid title)
5219,mid n/a,sr n/a,True,Rule 3 (Exact / near match)
5220,middle,middle advocate,True,Rule 6 (Invalid title)
5221,intern hr,sr business analyst,True,Rule 6 (Invalid title)
5222,jr health fitness,intern advocate,True,Rule 6 (Invalid title)
5223,dotnet developer,trainee web designing,True,Rule 6 (Invalid title)
5224,mid devops engineer,intern health fitness,True,Rule 6 (Invalid title)
5225,middle operations manager,sr hr,True,Rule 6 (Invalid title)
5226,jr devops engineer,lead devops engineer,True,Rule 3 (Exact / near match)
5227,senior mechanical engineer,sr automation testing,True,Rule 6 (Invalid title)
5228,jr,sr database,True,Rule 6 (Invalid title)
5229,sr hr,lead database,True,Rule 6 (Invalid title)
5230,junior,junior dotnet developer,True,Rule 6 (Invalid title)
5231,dotnet developer,middle database,True,Rule 6 (Invalid title)
5232,mid devops engineer,lead n/a,True,Rule 6 (Invalid title)
5233,senior n/a,lead hr,True,Rule 6 (Invalid title)
5234,mid testing,lead advocate,True,Rule 6 (Invalid title)
5235,senior sales,middle data science,True,Rule 6 (Invalid title)
5236,sr database,trainee dotnet developer,True,Rule 6 (Invalid title)
5237,senior health fitness,trainee health fitness,True,Rule 3 (Exact / near match)
5238,mid network security engineer,junior network security engineer,True,Rule 3 (Exact / near match)
5239,junior,lead,True,Rule 3 (Exact / near match)
5240,jr mechanical engineer,mid mechanical engineer,True,Rule 3 (Exact / near match)
5241,jr,junior database,True,Rule 6 (Invalid title)
5242,jr,jr sales,True,Rule 6 (Invalid title)
5243,sr health fitness,trainee sales,True,Rule 6 (Invalid title)
5244,jr civil engineer,mid data science,True,Rule 6 (Invalid title)
5245,intern network security engineer,lead arts,True,Rule 6 (Invalid title)
5246,intern database,lead,True,Rule 6 (Invalid title)
5247,jr arts,middle developer,True,Rule 6 (Invalid title)
5248,sr health fitness,trainee hr,True,Rule 6 (Invalid title)
5249,sr,lead blockchain,True,Rule 6 (Invalid title)
5250,mid testing,sr web designing,True,Rule 6 (Invalid title)
5251,intern mechanical engineer,trainee arts,True,Rule 6 (Invalid title)
5252,senior arts,mid data science,True,Rule 6 (Invalid title)
5253,senior operations manager,junior data science,True,Rule 6 (Invalid title)
5254,mid database,trainee devops engineer,True,Rule 6 (Invalid title)
5255,middle devops engineer,mid arts,True,Rule 6 (Invalid title)
5256,,sr operations manager,True,Rule 6 (Invalid title)
5257,junior,lead blockchain,True,Rule 6 (Invalid title)
5258,middle automation testing,intern business analyst,True,Rule 6 (Invalid title)
5259,jr automation testing,trainee business analyst,True,Rule 6 (Invalid title)
5260,senior database,sr business analyst,True,Rule 6 (Invalid title)
5261,intern,lead automation testing,True,Rule 6 (Invalid title)
5262,middle hr,mid blockchain,True,Rule 6 (Invalid title)
5263,middle advocate,mid advocate,True,Rule 3 (Exact / near match)
5264,middle dotnet developer,junior sales,True,Rule 6 (Invalid title)
5265,jr web designing,junior sales,True,Rule 6 (Invalid title)
5266,business analyst,senior hr,True,Rule 6 (Invalid title)
5267,intern health fitness,trainee operations manager,True,Rule 6 (Invalid title)
5268,jr n/a,middle web designing,True,Rule 6 (Invalid title)
5269,jr developer,senior data science,True,Rule 6 (Invalid title)
5270,sr,lead developer,True,Rule 6 (Invalid title)
5271,devops engineer,mid arts,True,Rule 6 (Invalid title)
5272,intern automation testing,trainee sales,True,Rule 6 (Invalid title)
5273,jr database,senior developer,True,Rule 6 (Invalid title)
5274,senior network security engineer,sr hr,True,Rule 6 (Invalid title)
5275,trainee database,trainee network security engineer,True,Rule 6 (Invalid title)
5276,jr data science,mid sales,True,Rule 6 (Invalid title)
5277,sales,trainee arts,True,Rule 6 (Invalid title)
5278,senior automation testing,intern health fitness,True,Rule 6 (Invalid title)
5279,mid arts,intern mechanical engineer,True,Rule 6 (Invalid title)
5280,jr testing,intern advocate,True,Rule 6 (Invalid title)
5281,senior automation testing,middle health fitness,True,Rule 6 (Invalid title)
5282,senior civil engineer,mid automation testing,True,Rule 6 (Invalid title)
5283,senior database,sr web designing,True,Rule 6 (Invalid title)
5284,senior hr,sr web designing,True,Rule 6 (Invalid title)
5285,junior automation testing,trainee database,True,Rule 6 (Invalid title)
5286,jr arts,sr web designing,True,Rule 6 (Invalid title)
5287,middle devops engineer,junior web designing,True,Rule 6 (Invalid title)
